model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate,vina_score_median,vina_score_mean
own,UPPS_ECOLI_1_253_0,100,1.0,1.0,0.6236545212224484,6.9723514239036755,0.7707446000000003,1.0,0.94,0.98,0.74,0.03,0.97,284.0855424850482,0.03446144198719849,100,0.88,0.8738507573571677,0.77,,-7.711,,,0.0,0.0,-5.7275,-5.79821
own,PNTM_STRAE_2_398_0,100,1.0,1.0,0.5547345277724463,7.062890932697119,-0.08370300000000017,1.0,0.99,1.0,0.69,0.12,0.92,358.0908515246753,0.08518647667860403,100,0.82,0.7808941951409334,0.75,,,,,0.0,0.0,,
own,DHAK_ECOLI_1_356_0,100,1.0,1.0,0.45084092794169406,6.563378963559729,-0.5143428,1.0,0.98,1.0,0.74,0.21,0.89,297.2385410225205,0.07278017130601339,100,0.94,0.871730965908109,0.44,,-2.459,,,0.0,0.0,-2.5555000000000003,-1.9907599999999996
own,PAK4_HUMAN_291_591_ATP_0,100,1.0,1.0,0.7706927171826972,7.446898554012128,-0.051895800000000006,1.0,1.0,1.0,0.98,0.0,1.0,274.76711013478484,0.11879968701095463,100,0.04,0.2078868915145864,0.04,,-7.77,,,0.0,0.0,-6.9345,-6.95496
own,LAT_MYCTU_1_449_0,100,1.0,1.0,0.5452167581242381,6.2842579478786975,0.036667699999999866,1.0,0.98,0.99,0.98,1.45,0.25,248.17739402497097,0.1017603714510158,100,0.28,0.5067674197352037,0.15,,-6.276,,,0.0,0.0,-2.858,-1.5074800000000002
own,DYRK2_HUMAN_145_550_0,100,1.0,1.0,0.5588468026013063,7.037230894641868,2.0530942,1.0,0.99,0.99,0.8775510204081632,0.0,1.0,199.72649281958388,0.08760039090235655,100,0.31,0.5178600727937286,0.21,,-8.83,,,0.0,0.0,-8.280999999999999,-8.286449999999999
own,CDK6_HUMAN_1_312_0__2f2c_B_rec,100,1.0,1.0,0.6563759740400762,6.325451086038791,0.46724589999999977,1.0,1.0,0.19,0.99,0.0,1.0,250.06663067906288,0.07494337769721066,100,0.49,0.6456872038011827,0.49,,-7.547,,,0.0,0.0,-7.9335,-7.877029999999999
own,RG1_RAUSE_1_513_0,100,1.0,1.0,0.3913299225178911,6.742511435584314,-0.5063105,1.0,0.28,0.8,0.4489795918367347,0.16,0.88,828.4848654059847,0.06328020189130763,100,0.94,0.8623203409565541,0.83,,-8.156,,,0.0,0.0,-5.689,-5.717775510204081
own,BTRN_BACCI_2_250_0,100,1.0,1.0,0.5264830599770095,6.81242813683667,-1.1918150000000003,1.0,0.06,0.97,0.6836734693877551,0.01,0.99,628.2734352417227,0.08989112123121515,100,0.74,0.5778807681282823,0.36,,-8.326,,,0.0,0.0,-6.813,-6.671830000000001
own,TNKS1_HUMAN_1099_1319_0,100,1.0,1.0,0.32200424846113,7.3058339022892085,0.3266157000000002,1.0,0.27,0.94,0.3645833333333333,0.18,0.87,974.4230100140785,0.04823060629024947,100,1.0,0.8970627455291009,0.95,,-15.025,,,0.0,0.0,-7.404,-7.43889
own,ABL2_HUMAN_274_551_0,100,1.0,1.0,0.5586036214338354,7.262975915855101,1.5132736,1.0,0.98,1.0,0.98,0.0,1.0,418.13606628377585,0.08982609038967829,100,0.23,0.28694708548771486,0.12,,-8.209,,,0.0,0.0,-7.7765,-7.835939999999999
own,CHIB_SERMA_1_499_0__1h0i_A_rec,100,1.0,1.0,0.480464254186684,6.6845409420226245,-0.5553400000000001,1.0,0.98,0.99,0.5161290322580645,1.42,0.44,472.6181657359196,0.04094651754938042,100,0.98,0.8929071429715362,0.85,,,,,0.0,0.0,,
own,PYRD_TRYCC_2_314_catalytic_0__2e6d_A_rec,100,1.0,1.0,0.5050204712074521,5.920522323674432,-0.5685023000000001,1.0,1.0,0.97,0.8383838383838383,0.14,0.87,261.91074106271145,0.0975311133895961,100,0.55,0.7790610945233843,0.4,,-4.835,,,0.0,0.0,-4.747,-4.46375
own,FKB1A_HUMAN_2_108_0,100,1.0,1.0,0.2411730391281863,7.317103810985467,0.23295199999999988,1.0,0.11,1.0,0.46,0.09,0.91,842.1820185031694,0.05790250628876398,100,0.82,0.5945284368162966,0.77,,-7.352,,,0.0,0.0,-4.6739999999999995,-4.673959999999999
own,GUX1_HYPJE_18_451_0,100,1.0,1.0,0.7164686955584207,7.582505549046151,1.2016449000000007,1.0,1.0,1.0,0.96,0.0,1.0,253.58909725185924,0.04702896200053491,100,0.24,0.36921001557387545,0.09,,,,,0.0,0.0,,
