model,n_targets,validity,connected,pb_valid_rate,clash_free_rate,qed_mean,sa_mean,lipinski_frac,vina_score_mean,div_uniqueness,div_scaffold_diversity,tanimoto_ref_mean,hit_rate,hit_scaffold_unique_rate
own,25,0.904,0.8162609631213275,0.17795905183873068,0.306,0.3931642375784186,6.689092208313586,0.856576297914253,-1.0111065719474213,0.9809468147282291,0.7496731744439376,0.06754760307490473,0.0,0.0
