model,n_targets,validity,connected,pb_valid_rate,clash_free_rate,qed_mean,sa_mean,lipinski_frac,vina_score_mean,vina_min_mean,div_uniqueness,div_scaffold_diversity,tanimoto_ref_mean,hit_rate,hit_scaffold_unique_rate
own,100,1.0,1.0,0.2730970097568937,0.9945,0.47852147642282344,6.868878330221954,0.9945,-6.524144988757437,-6.742281945136295,0.8073,0.6534333333333333,0.06606750472701345,0.0,0.0
