model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate,vina_score_median,vina_score_mean,vina_min_median,vina_min_mean
own,GLMU_STRPN_2_459_0,100,1.0,1.0,0.44390755768712803,7.003713057326508,0.23878970000000005,1.0,0.78,0.92,0.06060606060606061,0.03,0.98,1563.7523347208125,0.04965689477761556,100,1.0,0.9042497543807062,0.87,,-7.314,-7.322,,0.0,0.0,-3.544,-3.6014545454545446,-4.199,-4.17390909090909
own,PYRD_TRYCC_2_314_catalytic_0__2e6d_A_rec,100,1.0,1.0,0.4704415980663446,6.41698407446287,-0.03745059999999999,1.0,0.96,0.98,0.4,0.13,0.96,408.1278752507317,0.0654831193396862,100,0.81,0.8881664087520691,0.7,,-4.835,-4.8,,0.0,0.0,-5.631,-5.213600000000001,-5.8469999999999995,-5.537139999999999
own,AROE_THET8_1_263_0,100,1.0,1.0,0.4370332925494569,6.409893542641808,-0.2718840000000001,1.0,0.86,0.93,0.28,0.01,0.99,589.7143934118391,0.06409313984254808,100,1.0,0.8865058751847856,0.78,,-5.533,-5.587,,0.0,0.0,-4.898,-5.034079999999999,-5.2965,-5.385660000000001
own,GSTP1_HUMAN_2_210_0,100,1.0,1.0,0.6980457123767377,6.401353002965859,1.0817412999999998,1.0,0.68,0.35,0.74,0.0,1.0,176.8893352772066,0.10909514560407586,100,0.07,0.14124636663609913,0.07,,-7.102,-7.094,,0.0,0.0,-6.6325,-6.621059999999999,-7.2035,-7.16893
own,CDK6_HUMAN_1_312_0__2f2c_B_rec,100,1.0,1.0,0.6563759740400762,6.325451086038791,0.46724589999999977,1.0,1.0,0.19,0.84,0.0,1.0,160.67697033879637,0.07494337769721066,100,0.49,0.6456872038011827,0.49,,-7.547,-7.523,,0.0,0.0,-7.435499999999999,-7.470559999999999,-7.638,-7.72513
own,DIDH_RAT_1_319_0,100,1.0,1.0,0.6112215613942282,7.236378901795758,0.8213428000000002,1.0,0.9,0.98,0.23,0.0,1.0,786.6545401058803,0.05663514770396476,100,1.0,0.8718152668944982,0.96,,-8.816,-8.838,,0.0,0.0,-6.6259999999999994,-6.65707,-7.117,-7.08439
own,NEP_HUMAN_54_750_0,100,1.0,1.0,0.39393412095914065,7.186210678302843,-0.5130468000000001,1.0,0.39,1.0,0.13,0.0,1.0,1124.7752905230373,0.06074814862874059,100,1.0,0.8241837083984601,0.73,,-8.689,-8.651,,0.0,0.0,-7.2044999999999995,-7.257449999999999,-7.166,-7.345390000000001
own,NOS1_HUMAN_302_723_0__3tym_A_rec,100,1.0,1.0,0.48737646966587833,7.037098576918932,0.7026600000000001,1.0,0.65,0.96,0.23,0.0,1.0,884.6745837577175,0.023930811006482217,100,0.95,0.8473151219680317,0.74,,-6.362,-6.564,,0.0,0.0,-4.5845,-4.61541,-4.7605,-4.78188
own,XANLY_BACGL_26_777_0,100,1.0,1.0,0.4584282261881964,6.557873370350659,-1.0136785000000001,1.0,0.45,0.84,0.23,0.0,1.0,785.3257251721303,0.06800817386589197,100,1.0,0.8691880215705847,0.86,,-6.218,-6.287,,0.0,0.0,-5.1850000000000005,-5.30996,-5.5545,-5.632519999999999
own,CDK6_HUMAN_1_312_0__4aua_A_rec,100,1.0,1.0,0.5566436880028772,7.162885151911289,-0.11836739999999996,1.0,0.95,0.99,0.21,0.0,1.0,688.3040499016083,0.05272888575065795,100,0.92,0.8778691741980056,0.9,,0.736,-2.224,,0.0,0.0,-6.388,-6.708939999999999,-6.5245,-6.676970000000001
own,PA21B_PIG_23_146_0,100,1.0,1.0,0.5869897453647632,6.543682761227145,0.3241593,1.0,0.97,0.99,0.74,0.02,0.99,472.74084478173813,0.059824433683609735,100,0.83,0.6129016194054462,0.58,,,,,0.0,0.0,,,,
own,NOS3_HUMAN_65_480_0__1rs9_A_rec,100,1.0,1.0,0.4741757253285806,6.829365432772603,-0.26105950000000006,1.0,0.96,0.97,0.26262626262626265,0.0,1.0,711.2370617848428,0.019439336864951026,100,1.0,0.8976457150963173,0.78,,-3.024,-3.087,,0.0,0.0,-4.094,-4.13949,-4.274,-4.38118
own,FKB1A_HUMAN_2_108_0,100,1.0,1.0,0.2157054171510849,7.379605500027238,0.32135799999999987,0.98,0.09,1.0,0.020202020202020204,0.0,1.0,1682.901974443378,0.05874285583916853,100,0.89,0.668956514855173,0.85,,-7.352,-7.347,,0.0,0.0,-5.16,-5.324479999999999,-5.9879999999999995,-6.108930000000002
own,HDAC8_HUMAN_1_377_0,100,1.0,1.0,0.35303364627563505,7.200995575173314,-0.47297010000000006,1.0,0.55,0.97,0.0,0.0,1.0,2477.8800889019585,0.030466155246134427,100,1.0,0.8857903182784398,0.74,,,,,0.0,0.0,,,,
own,EXG1_CANAL_41_438_0,100,1.0,1.0,0.4263109042488977,6.655311387186039,-0.8558900999999999,1.0,0.95,0.89,0.25510204081632654,0.0,1.0,617.4530993433289,0.03207375113088185,100,0.9,0.8628698741320484,0.78,,,,,0.0,0.0,,,,
own,PTGIS_HUMAN_20_500_0,100,1.0,1.0,0.6639157382859543,6.703937560574435,0.20000820000000008,1.0,0.9,0.98,0.5555555555555556,0.0,1.0,440.4090863760588,0.02103313447034813,100,0.71,0.7358376726367519,0.59,,-4.367,-4.468,,0.0,0.0,-4.5985,-4.624330000000001,-5.0385,-4.952820000000001
own,RG1_RAUSE_1_513_0,100,1.0,1.0,0.3398449208746505,6.844038040180602,-0.5039007999999999,0.98,0.21,0.79,0.1,0.01,0.99,1964.0376334601592,0.06690487251870288,100,0.96,0.8601131898937561,0.85,,-8.156,-8.283,,0.0,0.0,-6.581,-6.627727272727273,-6.745,-6.876969696969696
own,M3K14_HUMAN_321_678_0,100,1.0,1.0,0.5505316426011779,7.0968665767965184,-0.04851220000000006,1.0,0.97,1.0,0.20408163265306123,0.0,1.0,662.9778501010353,0.08130190830719661,100,0.69,0.7620529649772081,0.61,,-4.781,-4.766,,0.0,0.0,-7.635,-7.53194,-7.3455,-7.168869999999999
own,EFTU1_ECOLI_2_178_0,100,1.0,1.0,0.46707340064115116,6.610822122326322,-0.5491885,1.0,0.0,1.0,0.78,0.0,1.0,605.2425059298313,0.11309383045251357,100,0.41,0.5117428120623673,0.3,,,,,0.0,0.0,,,,
own,AKT1_HUMAN_1_137_0,100,1.0,1.0,0.3032052571914267,7.221559965398919,0.3245448000000002,1.0,0.47,0.94,0.0,0.0,1.0,2632.6447049981584,0.03633330508765175,100,1.0,0.8973697541348682,0.99,,-14.151,-14.334,,0.0,0.0,-8.033999999999999,-8.46701,-8.128499999999999,-8.47387
own,CONA_CANCT_1_237_0,100,1.0,1.0,0.5498746644607982,6.1647610797898995,-0.02363360000000011,1.0,0.9,0.91,0.76,0.0,1.0,423.3740272751211,0.12516944088649912,100,0.35,0.3937391184883632,0.3,,-5.215,-5.254,,0.0,0.0,-4.6355,-4.52586,-5.428,-5.23471
own,VAOX_PENSI_1_560_0,100,1.0,1.0,0.6248580665413326,6.7088050176432485,0.16289669999999976,1.0,0.0,0.99,0.93,0.0,1.0,318.8050656356635,0.12796997949031264,100,0.26,0.29335554895862104,0.15,,-9.531,-9.555,,0.0,0.0,-8.442499999999999,-8.485510000000001,-9.0185,-8.98242
own,CHIB_SERMA_1_499_0__4z2g_A_rec,100,1.0,1.0,0.0719174118181091,7.173614044309519,-1.1304595,1.0,0.02,1.0,0.35353535353535354,0.0,1.0,1427.8181543094292,0.07120252396827859,100,0.98,0.6426403062485369,0.39,,-7.488,-7.594,,0.0,0.0,-5.726000000000001,-6.130390000000001,-6.0675,-6.368970000000001
own,DPP2_HUMAN_27_492_0,100,1.0,1.0,0.5317086859850259,7.1159246645752265,0.13087270000000006,1.0,0.93,0.99,0.23,0.03,0.98,751.8036496106895,0.04127264766519898,100,0.94,0.8998059335049083,0.81,,-4.81,-4.809,,0.0,0.0,-5.765499999999999,-5.828649999999999,-5.859999999999999,-5.928240000000001
own,HMD_METJA_1_358_0,100,1.0,1.0,0.2756493718605128,6.952046594563269,-1.2082793,0.7,0.0,0.84,0.3333333333333333,0.0,1.0,866.9038631466408,0.10134413639157051,100,0.97,0.7125526950948751,0.93,,-9.087,-9.415,,0.0,0.0,-8.135,-8.053279999999999,-8.299,-8.16304
own,IDHP_HUMAN_40_452_0,100,1.0,1.0,0.4338536216839561,7.2445798036076505,0.8184568000000002,1.0,0.62,0.97,0.031578947368421054,0.16,0.97,2877.8764876639443,0.04585465016947242,100,1.0,0.895766647647066,0.99,,,,,0.0,0.0,,,,
own,CHIB_SERMA_1_499_0__1h0i_A_rec,100,1.0,1.0,0.48153101695349126,7.015116672808992,-0.6300417,1.0,0.94,0.99,0.10101010101010101,0.04,0.98,1021.1155179148816,0.04388212455508864,100,1.0,0.8972711078475614,0.93,,,,,0.0,0.0,,,,
