model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate,vina_score_median,vina_score_mean,vina_min_median,vina_min_mean
own,PYRE_BACAN_1_210_0,100,1.0,1.0,0.5257839967364061,6.244648198153055,0.43008099999999994,1.0,0.02,0.92,0.01020408163265306,0.0,1.0,3129.4263616254157,0.09150520892572951,100,0.77,0.6520261850263592,0.49,,,,,0.0,0.0,,,,
own,F16P1_HUMAN_1_338_0,100,1.0,1.0,0.44138819426873793,7.024626571408615,0.2619344,1.0,0.87,0.99,0.010309278350515464,0.04,0.99,4953.210180065199,0.054019919873096435,100,1.0,0.9092672781923354,0.898989898989899,,-7.793,-7.678,,0.0,0.0,-5.6325,-5.680160000000001,-5.7095,-5.8782
own,PAC_ECOLX_27_846_0,100,1.0,1.0,0.5108071594493692,6.815710272900307,-0.33122340000000017,1.0,0.95,1.0,0.020618556701030927,0.01,0.99,5699.956134052278,0.06738966294508192,100,0.99,0.876743424585048,0.79,,-6.871,-6.932,,0.0,0.0,-5.015499999999999,-4.83953,-4.6065000000000005,-4.682250000000001
own,PA2B8_DABRR_1_121_0,100,1.0,1.0,0.46387369084654007,6.818805347913554,-0.21051030000000004,0.99,0.36,0.94,0.041237113402061855,0.0,1.0,2399.0010043851125,0.041597248084195335,100,0.99,0.8839129225336234,0.89,,-3.9,-3.872,,0.0,0.0,-2.412,-2.52593,-2.811,-2.8563199999999993
own,UPPS_ECOLI_1_253_0,100,1.0,1.0,0.6180812893142918,6.916263037275643,0.9058093000000003,1.0,0.93,0.98,0.13,0.0,1.0,1017.2520228190417,0.03020794827487383,100,0.8,0.8591079181379265,0.76,,-7.711,-7.736,,0.0,0.0,-6.6579999999999995,-6.637379999999999,-6.832,-6.86249
own,NAGZ_VIBCH_1_330_0,100,1.0,1.0,0.5252525893182214,6.640458134477769,-0.8136311999999998,1.0,0.12,0.9,0.02040816326530612,0.0,1.0,1825.6349022618735,0.10829680682265051,100,0.57,0.522198740967261,0.49,,-5.324,-5.274,,0.0,0.0,-4.4565,-4.45003,-4.9165,-4.78458
own,NOS3_HUMAN_65_480_0__4kcq_A_rec,100,1.0,1.0,0.47385031716266257,7.043341915005962,0.6096761000000004,1.0,0.59,1.0,0.0,0.0,1.0,2255.1115865483257,0.029188712216475513,100,1.0,0.8964516752694917,0.91,,-5.3,-5.43,,0.0,0.0,-4.7585,-4.72325,-4.8475,-4.83156
own,LMBL1_HUMAN_198_526_0__2pqw_A_rec,100,1.0,1.0,0.4953951071443109,6.887301120577877,-1.1469463999999998,1.0,0.69,1.0,0.031578947368421054,0.0,1.0,3640.252444338947,0.04982176789130121,100,0.94,0.8625230092255792,0.74,,-3.697,-3.697,,0.0,0.0,-4.725,-4.567800000000001,-4.709,-4.68021
own,COTA_BACSU_1_513_0,100,1.0,1.0,0.5066648781421559,6.22370813953735,0.703306,1.0,0.94,0.98,0.01,0.0,1.0,2610.714195233654,0.06476732352715722,100,0.43,0.5749286005831873,0.3,,-4.563,-4.542,,0.0,0.0,-4.5015,-4.5343,-4.542,-4.51128
own,KS6A3_HUMAN_41_357_0,100,1.0,1.0,0.46437922874322224,7.135038880631291,0.4550098999999998,1.0,0.0,0.95,0.0,0.0,1.0,3236.510799417072,0.12341582865467401,100,0.61,0.37868242630502835,0.17,,-8.532,-8.596,,0.0,0.0,-9.209,-9.099830000000003,-9.368,-9.27641
own,IPMK_HUMAN_49_416_0,100,1.0,1.0,0.478653142565504,6.981996751851269,0.12050839999999984,0.99,0.0,0.97,0.04,0.0,1.0,1656.3924677859077,0.11150899433735298,100,0.83,0.5949711915638571,0.5,,,,,0.0,0.0,,,,
own,TRAR_RHIRD_1_234_0,100,1.0,1.0,0.5415550056420402,7.309575704698554,0.3386901000000001,1.0,0.96,1.0,0.010309278350515464,0.02,0.99,5749.420876519118,0.064447183468373,100,1.0,0.8989177671413714,0.94,,-7.622,-7.597,,0.0,0.0,-9.009,-8.89958,-8.625499999999999,-8.578690000000002
own,ABL2_HUMAN_274_551_0,100,1.0,1.0,0.5586036214338354,7.262975915855101,1.5132736,1.0,0.98,1.0,0.48,0.0,1.0,723.5015514550298,0.08982609038967829,100,0.23,0.28694708548771486,0.12,,-8.209,-8.216,,0.0,0.0,-8.5195,-8.578840000000001,-8.705,-8.765249999999998
own,NOS2_HUMAN_78_505_0,100,1.0,1.0,0.4978292799900366,6.622019403407992,0.13591110000000003,1.0,0.98,0.97,0.020202020202020204,0.01,0.99,2521.9149362040553,0.02132040878172527,100,0.98,0.9023293483647159,0.89,,-2.539,-2.606,,0.0,0.0,-3.8015,-3.8155,-4.2015,-4.18969
own,COAA_MYCTU_1_312_0,100,1.0,1.0,0.49868943677099603,6.866039622250359,0.22114170000000002,0.98,0.0,0.99,0.05,0.0,1.0,1387.2552283895716,0.09989447388113963,100,0.68,0.5174217637871753,0.35,,-7.296,-7.362,,0.0,0.0,-6.6465,-6.588409999999999,-7.1370000000000005,-7.09889
own,TBK1_HUMAN_1_303_0,100,1.0,1.0,0.5630665361544601,7.012804009446926,0.11983579999999991,1.0,0.83,0.99,0.12121212121212122,0.0,1.0,1677.449514233086,0.06542879351545086,100,0.71,0.8103180448563538,0.65,,-7.946,-7.963,,0.0,0.0,-6.9075,-6.491230000000001,-7.1145,-6.6450900000000015
own,BGL07_ORYSJ_25_504_0,100,1.0,1.0,0.22362475091144138,7.042113769060615,-0.38405710000000004,0.95,0.06,0.83,0.04,0.03,0.99,7050.8269723561225,0.05491928327896023,100,1.0,0.8614401931999716,0.97,,-10.768,-10.77,,0.0,0.0,-6.976000000000001,-7.052600000000001,-7.0365,-7.176110000000001
own,PLCD1_RAT_134_756_0,100,1.0,1.0,0.6178907326590903,5.343586157776225,0.44094300000000003,1.0,0.0,0.71,0.01,0.0,1.0,1985.4900792897658,0.1210174429838035,100,0.17,0.3041543000978443,0.14,,-5.501,-5.586,,0.0,0.0,-4.61,-4.797680000000001,-4.8385,-5.15529
own,BGAT_HUMAN_63_353_0,100,1.0,1.0,0.393770817726038,6.434792855738803,-1.3881191000000002,1.0,0.13,0.82,0.04,0.0,1.0,2004.1113342726248,0.0754676839330554,100,1.0,0.821629137650401,0.84,,,,,0.0,0.0,,,,
own,NQO1_HUMAN_2_274_0__1gg5_A_rec,100,1.0,1.0,0.5420380294874022,7.160816591948722,0.38932900000000004,1.0,0.87,0.95,0.010416666666666666,0.02,0.99,11314.725634484994,0.0675000112175467,100,0.99,0.8857380936001489,0.9696969696969697,,-5.798,-5.741,,0.0,0.0,-5.6525,-5.609419999999999,-5.673,-5.52927
own,ROCO4_DICDI_1009_1292_0,100,1.0,1.0,0.38127153426615573,7.244979274804743,0.46570090000000003,1.0,0.0,0.96,0.0,0.0,1.0,1613.290481647372,0.10991371382390992,100,0.92,0.6258126886438835,0.52,,,,,0.0,0.0,,,,
own,GLMU_STRPN_2_459_0,100,1.0,1.0,0.44390755768712803,7.003713057326508,0.23878970000000005,1.0,0.78,0.92,0.050505050505050504,0.08,0.95,3554.3463589171533,0.04965689477761556,100,1.0,0.9042497543807062,0.87,,-7.314,-7.322,,0.0,0.0,-3.275,-3.38669696969697,-3.735,-3.95630303030303
own,PYRD_TRYCC_2_314_catalytic_0__2e6d_A_rec,100,1.0,1.0,0.4704415980663446,6.41698407446287,-0.03745059999999999,1.0,0.96,0.98,0.020618556701030927,0.14,0.96,5324.80913751832,0.0654831193396862,100,0.81,0.8881664087520691,0.7,,-4.835,-4.8,,0.0,0.0,-4.92,-4.577099999999999,-4.974,-4.90344
own,AROE_THET8_1_263_0,100,1.0,1.0,0.4370332925494569,6.409893542641808,-0.2718840000000001,1.0,0.86,0.93,0.03,0.02,0.98,3023.8765372931293,0.06409313984254808,100,1.0,0.8865058751847856,0.78,,-5.533,-5.587,,0.0,0.0,-4.9185,-4.91636,-4.968500000000001,-5.0858799999999995
own,GSTP1_HUMAN_2_210_0,100,1.0,1.0,0.6980457123767377,6.401353002965859,1.0817412999999998,1.0,0.68,0.35,0.44,0.0,1.0,295.77553850584843,0.10909514560407586,100,0.07,0.14124636663609913,0.07,,-7.102,-7.094,,0.0,0.0,-6.8875,-6.878799999999999,-7.3195,-7.2943999999999996
own,CDK6_HUMAN_1_312_0__2f2c_B_rec,100,1.0,1.0,0.6563759740400762,6.325451086038791,0.46724589999999977,1.0,1.0,0.19,0.07,0.0,1.0,1063.004982423357,0.07494337769721066,100,0.49,0.6456872038011827,0.49,,-7.547,-7.523,,0.0,0.0,-8.618500000000001,-8.58872,-8.8345,-8.816999999999998
own,DIDH_RAT_1_319_0,100,1.0,1.0,0.6112215613942282,7.236378901795758,0.8213428000000002,1.0,0.9,0.98,0.07,0.0,1.0,1528.9232167395348,0.05663514770396476,100,1.0,0.8718152668944982,0.96,,-8.816,-8.838,,0.0,0.0,-6.84,-6.784519999999999,-7.022,-7.071459999999999
own,NEP_HUMAN_54_750_0,100,1.0,1.0,0.39393412095914065,7.186210678302843,-0.5130468000000001,1.0,0.39,1.0,0.01020408163265306,0.0,1.0,5760.2171217143805,0.06074814862874059,100,1.0,0.8241837083984601,0.73,,-8.689,-8.651,,0.0,0.0,-6.9315,-6.93681,-7.234999999999999,-7.1552999999999995
own,NOS1_HUMAN_302_723_0__3tym_A_rec,100,1.0,1.0,0.48737646966587833,7.037098576918932,0.7026600000000001,1.0,0.65,0.96,0.020833333333333332,0.0,1.0,2962.0709577064426,0.023930811006482217,100,0.95,0.8473151219680317,0.74,,-6.362,-6.564,,0.0,0.0,-4.2285,-4.097949999999999,-4.536,-4.370349999999999
