model,n_targets,validity,connected,pb_valid_rate,clash_free_rate,qed_mean,sa_mean,lipinski_frac,vina_score_mean,vina_min_mean,div_uniqueness,div_scaffold_diversity,tanimoto_ref_mean,hit_rate,hit_scaffold_unique_rate
own,100,1.0,1.0,0.06767412652097278,0.9923000000000001,0.47852147642282344,6.869081102000105,0.9945,-5.8260048190812235,-6.015948188736682,0.8115000000000001,0.6534333333333333,0.06606750472701345,0.0,0.0
