model,n_targets,validity,connected,pb_valid_rate,clash_free_rate,qed_mean,sa_mean,lipinski_frac,vina_score_mean,vina_min_mean,vina_dock_mean,div_uniqueness,div_novelty,div_scaffold_diversity,tanimoto_ref_mean,hit_rate,hit_scaffold_unique_rate
diffsbdd,100,1.0,1.0,0.5429002236108604,0.717223247641988,0.48846797740578213,4.520781441145981,0.9570115508368556,-3.2270538276747227,-5.535845973567142,-7.35096329382321,0.9985754670628013,,0.8517528678523482,0.0893582419384354,0.07864877242058899,0.0705169079894057
targetdiff,100,0.9991459604736929,1.0,0.5280838879362137,0.5572022908454162,0.34145279343004853,5.100996317228007,0.8061657041142432,7.354902737916694,-1.428050500862355,-8.03502593756172,0.9997397708674305,,0.9049059074880715,0.08992452261258897,0.06961903724332848,0.06453620359430463
