model,modality,eval_scope,n,rmsd,kabsch_rmsd,pb_valid,pb_valid_ref,bond_mae,bond_max,angle_mae,angle_max,n_tokens,n_atoms
confseq,ligand,native,303,45.72 ± 15.38,0.72 ± 0.52,0.59 ± 0.49,0.81 ± 0.39,0.04 ± 0.03,0.32 ± 0.48,2.68 ± 1.22,14.59 ± 13.80,72.31,27.47
