model,n_targets,validity,connected,pb_valid_rate,clash_free_rate,qed_mean,sa_mean,lipinski_frac,vina_score_mean,vina_min_mean,vina_dock_mean,div_uniqueness,div_scaffold_diversity,tanimoto_ref_mean,hit_rate,hit_scaffold_unique_rate
own,25,1.0,1.0,0.26053061224489793,0.5904,0.48128330463000274,6.975623939316268,1.0,-2.454151052631579,-5.56828,-7.7174273684210535,0.8776,0.6858262626262627,0.06220151306299976,0.0004,0.0004
