model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,vina_score_median,vina_score_mean,vina_min_median,vina_min_mean,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate
own,CCPR_YEAST_69_361_0,100,1.0,1.0,0.5652839867075956,6.481991119985671,0.11427969999999982,0.99,0.44,0.96,-6.395,-6.453949999999999,-6.6129999999999995,-6.616719999999999,0.494949494949495,0.0,1.0,457.3515400361979,0.03112973933199492,100,0.8,0.82162429171838,0.6,,-4.53,-4.526,,0.0,0.0
own,CHIB1_ASPFM_39_433_0,100,1.0,1.0,0.4595634468836664,6.127612203503584,-1.07526,1.0,1.0,1.0,,,,,0.02,0.0,1.0,449.43636333611414,0.030545544018917927,100,0.28,0.6110746612359353,0.26,,,,,0.0,0.0
own,TNKS2_HUMAN_948_1162_0,100,1.0,1.0,0.4298025582116648,7.181924004587345,0.1642296,1.0,0.69,0.98,-9.638,-9.198770000000001,-8.964,-9.2426,0.020202020202020204,0.17,0.99,3388.012490052536,0.056360648924490206,100,1.0,0.898967002817856,0.97,,-12.255,-12.212,,0.0,0.0
own,XANLY_BACGL_26_777_0,100,1.0,1.0,0.46938187540360027,6.419033126581422,-0.9922921000000001,1.0,0.68,0.87,-5.2875,-5.290179999999999,-5.640000000000001,-5.7151700000000005,0.26,0.0,1.0,854.2927569475413,0.070989700737811,100,0.99,0.8602010516385736,0.82,,-6.218,-6.287,,0.0,0.0
own,DFPA_LOLVU_2_314_0,100,1.0,1.0,0.6211259748828113,7.347478806204225,0.8626002999999995,1.0,0.99,1.0,-5.7735,-5.695589999999999,-6.196,-6.097009999999999,0.79,0.0,1.0,184.4757096621001,0.11316115881890061,100,0.2,0.30381745366724433,0.17,,-6.005,-5.998,,0.0,0.0
own,PAK4_HUMAN_291_591_ATP_0,100,1.0,1.0,0.7706927171826972,7.446898554012128,-0.051895800000000006,1.0,1.0,1.0,-7.2835,-7.2970299999999995,-7.635,-7.619620000000001,1.0,0.0,1.0,289.90985871700354,0.11879968701095463,100,0.04,0.2078868915145864,0.04,,-7.77,-7.668,,0.0,0.0
own,LMBL1_HUMAN_198_526_0__2rhy_A_rec,100,1.0,1.0,0.3820123364039019,6.502023798060971,-1.192466,1.0,1.0,1.0,-2.9375,-2.88421,-3.173,-3.13399,0.22,0.0,1.0,306.4328506137068,0.056162121482272544,100,0.54,0.7488178322938925,0.17,,-2.888,-2.816,,0.0,0.0
own,GRK4_HUMAN_1_578_0,100,1.0,1.0,0.4809875809110071,7.00720849342316,0.37943639999999995,1.0,0.0,0.94,-6.390000000000001,-6.380120000000002,-6.737500000000001,-6.663009999999999,0.18,0.0,1.0,943.8841117396574,0.11491332790784645,100,0.83,0.5743502535560127,0.4,,-6.741,-6.829,,0.0,0.0
own,PYRE_BACAN_1_210_0,100,1.0,1.0,0.5303583131896538,6.220826078969587,0.2982741999999999,1.0,0.05,0.92,,,,,0.33,0.0,1.0,808.8846367241663,0.08845328513562635,100,0.7,0.6728785923538525,0.49,,,,,0.0,0.0
own,AROE_THET8_1_263_0,100,1.0,1.0,0.5007384290702709,5.914796423176348,-0.5625701000000001,1.0,0.97,0.94,-4.9079999999999995,-5.07448,-5.625,-5.67534,0.67,0.0,1.0,277.97200680133056,0.08369482250617781,100,0.55,0.7785576149573162,0.39,,-5.533,-5.587,,0.0,0.0
own,TNKS1_HUMAN_1099_1319_0,100,1.0,1.0,0.32200424846113,7.3058339022892085,0.3266157000000002,1.0,0.27,0.94,-9.74,-9.99233,-9.5155,-9.79378,0.020618556701030927,0.02,0.99,2713.3072157118863,0.04823060629024947,100,1.0,0.8970627455291009,0.95,,-15.025,-14.989,,0.0,0.0
own,P2Y12_HUMAN_1_342_0,100,1.0,1.0,0.39442738445249853,7.126984322711533,0.5976704,1.0,0.52,0.96,-8.973500000000001,-9.150879999999999,-8.439499999999999,-8.64067,0.09375,0.01,0.99,2345.7867372570645,0.05190493164505686,100,1.0,0.8959418105293474,0.88,,-10.428,-10.513,,0.0,0.0
own,PA21B_PIG_23_146_0,100,1.0,1.0,0.5869897453647632,6.543682761227145,0.3241593,1.0,0.97,0.99,,,,,0.79,0.02,0.99,516.6010163135719,0.059824433683609735,100,0.83,0.6129016194054462,0.58,,,,,0.0,0.0
own,HDAC8_HUMAN_1_377_0,100,1.0,1.0,0.3865426357251526,7.123526926015721,-0.22198170000000012,1.0,0.73,0.98,,,,,0.0,0.0,1.0,2451.8815777469044,0.03085566198978118,100,1.0,0.8876187024001752,0.75,,,,,0.0,0.0
own,CDK6_HUMAN_1_312_0__2f2c_B_rec,100,1.0,1.0,0.6563759740400762,6.325451086038791,0.46724589999999977,1.0,1.0,0.19,-8.168,-8.20788,-8.499500000000001,-8.523629999999999,0.97,0.0,1.0,228.55014607724863,0.07494337769721066,100,0.49,0.6456872038011827,0.49,,-7.547,-7.523,,0.0,0.0
own,PHKG1_RABIT_6_296_ATPsite_0,100,1.0,1.0,0.44749198532072837,7.172171414657816,0.7222196,1.0,0.0,0.99,-8.273,-8.336310000000001,-8.4075,-8.491340000000001,0.11,0.0,1.0,1007.7445497297698,0.11028220874493216,100,0.77,0.423407717874264,0.32,,-7.398,-7.99,,0.0,0.0
own,TIAM1_HUMAN_840_931_0,100,1.0,1.0,0.4530537232674889,6.259580936654702,-0.9124040000000001,1.0,0.57,0.88,-2.2275,-2.2512,-3.088,-3.11928,0.13,0.0,1.0,1010.7467417006385,0.03943273933454971,100,1.0,0.8574514745968055,0.71,,-3.822,-3.764,,0.0,0.0
own,ODBB_THET8_1_324_0,100,1.0,1.0,0.5627969067507369,7.283988556573156,1.8997949999999995,1.0,0.05,0.99,-10.711,-10.697629999999998,-11.0545,-10.99581,0.56,0.01,0.99,572.0880604939919,0.10156629697817193,100,0.42,0.39420294508654996,0.16,,-9.046,-9.036,,0.0,0.0
own,COTA_BACSU_1_513_0,100,1.0,1.0,0.5237692679173191,6.25973150184357,0.5343001,1.0,0.94,0.99,-4.7225,-4.96731,-4.891,-5.04675,0.28,0.0,1.0,515.0359871451136,0.06358666672307717,100,0.57,0.6586335043053759,0.38,,-4.563,-4.542,,0.0,0.0
