model,n_targets,validity,connected,pb_valid_rate,clash_free_rate,qed_mean,sa_mean,lipinski_frac,vina_score_mean,vina_min_mean,vina_dock_mean,div_uniqueness,div_scaffold_diversity,tanimoto_ref_mean,hit_rate,hit_scaffold_unique_rate
own,100,0.9746907216494846,0.6769538954370645,0.42644412256258496,0.6302917525773196,0.3742184690934497,5.5538651000049155,0.8367629993455306,-2.6335785401964853,-4.578238208108482,-6.357699597343295,0.8621966487348709,0.5053908483023644,0.09730053915745017,0.0191,0.0075
