model,n_targets,validity,connected,pb_valid_rate,clash_free_rate,qed_mean,sa_mean,lipinski_frac,vina_score_mean,div_uniqueness,div_scaffold_diversity,tanimoto_ref_mean,hit_rate,hit_scaffold_unique_rate
own,25,0.968,0.8426160090012479,0.5189963391598614,0.6496,0.4097602039272713,5.413618416583272,0.8888124929765615,-3.649919577826554,0.796622151469613,0.4513209527828762,0.10414911223278522,0.0,0.0
