model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,vina_score_median,vina_score_mean,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate
own,MENE_BACSU_2_486_0,100,1.0,1.0,0.5473016339490343,6.732544099608225,-0.34871390000000024,0.97,0.13,0.99,-5.634,-5.230171717171718,0.25252525252525254,0.35,0.82,823.7172343323322,0.10740372379986435,100,0.73,0.6567052893363479,0.53,,-7.182,,,0.0,0.0
own,PYRE_BACAN_1_210_0,100,1.0,1.0,0.5303583131896538,6.220826078969587,0.2982741999999999,1.0,0.05,0.92,,,0.09090909090909091,0.13,0.96,1105.5541315852688,0.08845328513562635,100,0.72,0.6728785923538525,0.49,,,,,0.0,0.0
own,NQO1_HUMAN_2_274_0__1dxo_C_rec,100,1.0,1.0,0.4163998432316292,6.565103969972157,-0.6238130000000001,1.0,0.38,0.91,-1.6505,-1.13723,0.0707070707070707,0.32,0.91,1354.6209507641283,0.04866289979854552,100,1.0,0.8727442061840183,0.72,,-3.341,,,0.0,0.0
own,EFTU1_ECOLI_2_178_0,100,1.0,1.0,0.46707340064115116,6.610822122326322,-0.5491885,1.0,0.0,1.0,,,0.03,0.06,0.94,1019.2501698251197,0.11309383045251357,100,0.41,0.5117428120623673,0.3,,,,,0.0,0.0
own,BGL07_ORYSJ_25_504_0,100,1.0,1.0,0.2516880343441475,6.962221425323429,-0.4216893000000001,0.97,0.07,0.79,-7.0575,-7.07176,0.03,0.29,0.84,2606.632563622825,0.05531375306030037,100,1.0,0.85392221003463,0.95,,-10.768,,,0.0,0.0
own,XANLY_BACGL_26_777_0,100,1.0,1.0,0.46938187540360027,6.419033126581422,-0.9922921000000001,1.0,0.68,0.87,-3.56,-1.69715,0.15151515151515152,1.3,0.52,912.2013765580052,0.070989700737811,100,0.99,0.8602010516385736,0.82,,-6.218,,,0.0,0.0
own,PAC_ECOLX_27_846_0,100,1.0,1.0,0.5190797287035478,6.818611551638113,-0.3089053000000001,1.0,0.99,0.99,-4.9585,-3.5445300000000004,0.10416666666666667,0.71,0.9,1248.323022786536,0.07075864914151887,100,0.98,0.8657901748010267,0.74,,-6.871,,,0.0,0.0
own,LMBL1_HUMAN_198_526_0__2pqw_A_rec,100,1.0,1.0,0.49734235041377944,6.803930649577052,-1.1325036999999996,1.0,0.8,1.0,-4.3645,-4.22777,0.12121212121212122,0.08,0.97,1142.6562183296385,0.05248480051098384,100,0.97,0.8672544546484323,0.71,,-3.697,,,0.0,0.0
own,COTA_BACSU_1_513_0,100,1.0,1.0,0.5237692679173191,6.25973150184357,0.5343001,1.0,0.94,0.99,-3.5185,-2.16568,0.07142857142857142,1.06,0.59,822.983277267954,0.06358666672307717,100,0.57,0.6586335043053759,0.38,,-4.563,,,0.0,0.0
own,IDHP_HUMAN_40_452_0,100,1.0,1.0,0.4577825459574829,7.167903759844676,0.7466331000000003,1.0,0.67,0.96,,,0.010416666666666666,3.87,0.41,2688.0208625510445,0.04456378760125472,100,1.0,0.8975936221588235,0.97,,,,,0.0,0.0
own,CHIB1_ASPFM_39_433_0,100,1.0,1.0,0.4595634468836664,6.127612203503584,-1.07526,1.0,1.0,1.0,,,0.01,0.0,1.0,684.9399370171221,0.030545544018917927,100,0.28,0.6110746612359353,0.26,,,,,0.0,0.0
own,AROE_THET8_1_263_0,100,1.0,1.0,0.5007384290702709,5.914796423176348,-0.5625701000000001,1.0,0.97,0.94,-4.677,-2.8564499999999993,0.6,0.8,0.85,345.2188731444764,0.08369482250617781,100,0.55,0.7785576149573162,0.39,,-5.533,,,0.0,0.0
own,RIBB_VIBCH_2_218_0,100,1.0,1.0,0.4688044874082687,5.387263302175654,-0.08199230000000003,1.0,0.01,0.99,,,0.31,0.38,0.65,686.223361541575,0.13646531762810832,100,0.11,0.28281094680228136,0.01,,,,,0.0,0.0
own,HDHA_ECOLI_1_255_0,100,1.0,1.0,0.4860991208954318,6.9200427924873384,-0.9860082999999997,1.0,0.53,0.98,-2.8810000000000002,2.44674,0.06060606060606061,3.79,0.4,1494.0402843482811,0.06017424860660689,100,1.0,0.8910538132146579,0.898989898989899,,-9.723,,,0.0,0.0
own,AK1BA_HUMAN_1_316_0,100,1.0,1.0,0.5265927850173032,7.095737863523999,0.5000896000000001,1.0,1.0,0.68,,,0.3804347826086957,0.0,1.0,517.1753799615935,0.07053569825848932,100,0.37,0.4571949592167476,0.36,,,,,0.0,0.0
own,NR1H4_HUMAN_258_486_0,100,1.0,1.0,0.3460044803237507,7.35895464582997,0.4433108999999999,1.0,0.97,1.0,,,0.01,0.02,0.99,1380.729322757787,0.12188631831532103,100,0.51,0.4700371805723754,0.39,,,,,0.0,0.0
