model,n_targets,validity,connected,pb_valid_rate,clash_free_rate,qed_mean,sa_mean,lipinski_frac,vina_score_mean,vina_min_mean,div_uniqueness,div_scaffold_diversity,tanimoto_ref_mean,hit_rate,hit_scaffold_unique_rate
own,100,1.0,1.0,0.27306371937888685,0.9945,0.47852147642282344,6.868878330221954,0.9945,-6.532064568458558,-6.741131830462156,0.8073,0.6534333333333333,0.06606750472701345,0.0,0.0
