model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate,vina_score_median,vina_score_mean
own,NOS3_HUMAN_65_480_0__1rs9_A_rec,100,1.0,1.0,0.4985644221610498,6.797745136819008,-0.32020170000000014,1.0,1.0,0.99,0.2222222222222222,0.09,0.93,721.8665579898081,0.017758557276550797,100,1.0,0.889595567099319,0.76,,-3.024,,,0.0,0.0,-3.612,-3.43108
own,FKB1A_HUMAN_2_108_0,100,1.0,1.0,0.2411730391281863,7.317103810985467,0.23295199999999988,1.0,0.11,1.0,0.02040816326530612,0.03,0.97,1751.8417478863653,0.05790250628876398,100,0.82,0.5945284368162966,0.77,,-7.352,,,0.0,0.0,-5.3865,-5.40204
own,HDAC8_HUMAN_1_377_0,100,1.0,1.0,0.3865426357251526,7.123526926015721,-0.22198170000000012,1.0,0.73,0.98,0.0,0.24,0.82,3193.269415564482,0.03085566198978118,100,1.0,0.8876187024001752,0.75,,,,,0.0,0.0,,
own,EXG1_CANAL_41_438_0,100,1.0,1.0,0.48113785401311715,6.140361825837606,-0.6914214999999999,1.0,1.0,0.82,0.71,0.75,0.25,311.2620734847691,0.029657346960585015,100,0.12,0.2588854030066131,0.12,,,,,0.0,0.0,,
own,PTGIS_HUMAN_20_500_0,100,1.0,1.0,0.6659359808295799,6.717467737617324,0.04684770000000012,1.0,0.92,0.99,0.31,0.0,1.0,627.0250640733957,0.024162253276403475,100,0.8,0.7883506207613266,0.69,,-4.367,,,0.0,0.0,-4.394,-4.32701
own,RG1_RAUSE_1_513_0,100,1.0,1.0,0.3913299225178911,6.742511435584314,-0.5063105,1.0,0.28,0.8,0.08163265306122448,0.09,0.92,2407.3093111133708,0.06328020189130763,100,0.94,0.8623203409565541,0.83,,-8.156,,,0.0,0.0,-5.813,-5.745591836734694
own,M3K14_HUMAN_321_678_0,100,1.0,1.0,0.5505316426011779,7.0968665767965184,-0.04851220000000006,1.0,0.97,1.0,0.05102040816326531,0.04,0.98,990.2616316784531,0.08130190830719661,100,0.69,0.7620529649772081,0.61,,-4.781,,,0.0,0.0,-6.981,-6.462859999999999
own,EFTU1_ECOLI_2_178_0,100,1.0,1.0,0.46707340064115116,6.610822122326322,-0.5491885,1.0,0.0,1.0,0.3958333333333333,0.03,0.97,1144.694128262802,0.11309383045251357,100,0.41,0.5117428120623673,0.3,,,,,0.0,0.0,,
own,AKT1_HUMAN_1_137_0,100,1.0,1.0,0.3417677852685836,7.172780391514282,0.2917494000000001,1.0,0.54,0.91,0.0,0.0,1.0,3328.1082700855677,0.03473595505566798,100,1.0,0.8977753761584094,0.97,,-14.151,,,0.0,0.0,-7.462999999999999,-7.54551
own,CONA_CANCT_1_237_0,100,1.0,1.0,0.5547927254970756,6.133189566745005,-0.059051400000000115,1.0,0.89,0.9,0.23232323232323232,0.0,1.0,739.3063382898988,0.1236039424960007,100,0.38,0.4174874765505592,0.33,,-5.215,,,0.0,0.0,-4.618,-4.53435
own,VAOX_PENSI_1_560_0,100,1.0,1.0,0.6248580665413326,6.7088050176432485,0.16289669999999976,1.0,0.0,0.99,0.67,0.0,1.0,560.5764011064401,0.12796997949031264,100,0.26,0.29335554895862104,0.15,,-9.531,,,0.0,0.0,-8.186,-8.191320000000001
own,CHIB_SERMA_1_499_0__4z2g_A_rec,100,1.0,1.0,0.0719174118181091,7.173614044309519,-1.1304595,1.0,0.02,1.0,0.11494252873563218,0.0,1.0,1830.934091294024,0.07120252396827859,100,0.98,0.6426403062485369,0.39,,-7.488,,,0.0,0.0,-5.452,-5.78447
own,DPP2_HUMAN_27_492_0,100,1.0,1.0,0.5748855968439865,7.020938287360655,0.13023289999999998,1.0,0.99,0.98,0.2222222222222222,0.81,0.66,600.3229182141124,0.04003939106498656,100,0.92,0.8956144023764829,0.75,,-4.81,,,0.0,0.0,-4.5,-3.100880000000001
own,HMD_METJA_1_358_0,100,1.0,1.0,0.2756493718605128,6.952046594563269,-1.2082793,0.7,0.0,0.84,0.10869565217391304,0.06,0.95,1369.9773498452898,0.10134413639157051,100,0.97,0.7125526950948751,0.93,,-9.087,,,0.0,0.0,-7.8855,-7.573610000000001
own,IDHP_HUMAN_40_452_0,100,1.0,1.0,0.4577825459574829,7.167903759844676,0.7466331000000003,1.0,0.67,0.96,0.010526315789473684,3.29,0.41,2809.1349612821573,0.04456378760125472,100,1.0,0.8975936221588235,0.97,,,,,0.0,0.0,,
own,CHIB_SERMA_1_499_0__1h0i_A_rec,100,1.0,1.0,0.480464254186684,6.6845409420226245,-0.5553400000000001,1.0,0.98,0.99,0.10526315789473684,0.24,0.85,997.0478272903953,0.04094651754938042,100,0.98,0.8929071429715362,0.85,,,,,0.0,0.0,,
own,PNTM_STRAE_2_398_0,100,1.0,1.0,0.5547345277724463,7.062890932697119,-0.08370300000000017,1.0,0.99,1.0,0.26,0.04,0.98,722.0648383458351,0.08518647667860403,100,0.82,0.7808941951409334,0.75,,,,,0.0,0.0,,
own,RIBB_VIBCH_2_218_0,100,1.0,1.0,0.4688044874082687,5.387263302175654,-0.08199230000000003,1.0,0.01,0.99,0.7,0.67,0.44,664.2767752101918,0.13646531762810832,100,0.11,0.28281094680228136,0.01,,,,,0.0,0.0,,
own,NQO1_HUMAN_2_274_0__1dxo_C_rec,100,1.0,1.0,0.4163998432316292,6.565103969972157,-0.6238130000000001,1.0,0.38,0.91,0.0707070707070707,0.21,0.93,1450.977662468434,0.04866289979854552,100,1.0,0.8727442061840183,0.72,,-3.341,,,0.0,0.0,-1.7315,-1.3183200000000002
own,CHIA_SERMA_19_563_0,100,1.0,1.0,0.4066932356401932,7.629219454281636,0.16181249999999994,1.0,1.0,1.0,0.97,0.0,1.0,121.94647978240408,0.07575737639553429,100,0.09,0.4249326526760151,0.06,,,,,0.0,0.0,,
