model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate,vina_score_median,vina_score_mean,vina_min_median,vina_min_mean
own,ABL2_HUMAN_274_551_0,100,1.0,1.0,0.5586036214338354,7.262975915855101,1.5132736,1.0,0.98,1.0,0.79,0.0,1.0,525.7817513453217,0.08982609038967829,100,0.23,0.28694708548771486,0.12,,-8.209,-8.216,,0.0,0.0,-8.374500000000001,-8.4251,-8.527999999999999,-8.57491
own,NOS2_HUMAN_78_505_0,100,1.0,1.0,0.4978292799900366,6.622019403407992,0.13591110000000003,1.0,0.98,0.97,0.16161616161616163,0.01,0.99,837.486612963016,0.02132040878172527,100,0.98,0.9023293483647159,0.89,,-2.539,-2.606,,0.0,0.0,-4.060499999999999,-4.0706999999999995,-4.5125,-4.508910000000001
own,COAA_MYCTU_1_312_0,100,1.0,1.0,0.49868943677099603,6.866039622250359,0.22114170000000002,0.98,0.0,0.99,0.34,0.0,1.0,808.182495595461,0.09989447388113963,100,0.67,0.5174217637871753,0.35,,-7.296,-7.362,,0.0,0.0,-6.8015,-6.754530000000001,-7.234999999999999,-7.21664
own,TBK1_HUMAN_1_303_0,100,1.0,1.0,0.5630665361544601,7.012804009446926,0.11983579999999991,1.0,0.83,0.99,0.3,0.0,1.0,866.6512521653771,0.06542879351545086,100,0.71,0.8103180448563538,0.65,,-7.946,-7.963,,0.0,0.0,-7.0485,-6.6371600000000015,-7.197,-6.77246
own,BGL07_ORYSJ_25_504_0,100,1.0,1.0,0.22362475091144138,7.042113769060615,-0.38405710000000004,0.95,0.06,0.83,0.06060606060606061,0.03,0.99,2341.570207307648,0.05491928327896023,100,1.0,0.8614401931999716,0.97,,-10.768,-10.77,,0.0,0.0,-8.785,-8.62065,-8.6615,-8.66118
own,PLCD1_RAT_134_756_0,100,1.0,1.0,0.6178907326590903,5.343586157776225,0.44094300000000003,1.0,0.0,0.71,0.82,0.0,1.0,463.8270679719409,0.1210174429838035,100,0.17,0.3041543000978443,0.14,,-5.501,-5.586,,0.0,0.0,-5.394,-5.363899999999998,-5.9990000000000006,-5.93881
own,BGAT_HUMAN_63_353_0,100,1.0,1.0,0.393770817726038,6.434792855738803,-1.3881191000000002,1.0,0.13,0.82,0.07,0.0,1.0,1234.2317089723906,0.0754676839330554,100,1.0,0.821629137650401,0.84,,,,,0.0,0.0,,,,
own,NQO1_HUMAN_2_274_0__1gg5_A_rec,100,1.0,1.0,0.5420380294874022,7.160816591948722,0.38932900000000004,1.0,0.87,0.95,0.010101010101010102,0.02,0.99,1549.3713529005227,0.0675000112175467,100,0.99,0.8857380936001489,0.9696969696969697,,-5.798,-5.741,,0.0,0.0,-6.0655,-5.980460000000001,-6.2219999999999995,-6.109670000000001
own,ROCO4_DICDI_1009_1292_0,100,1.0,1.0,0.38127153426615573,7.244979274804743,0.46570090000000003,1.0,0.0,0.96,0.07,0.0,1.0,1182.2213692185405,0.10991371382390992,100,0.92,0.6258126886438835,0.52,,,,,0.0,0.0,,,,
own,GLMU_STRPN_2_459_0,100,1.0,1.0,0.44390755768712803,7.003713057326508,0.23878970000000005,1.0,0.78,0.92,0.050505050505050504,0.14,0.96,1836.6621987809815,0.04965689477761556,100,1.0,0.9042497543807062,0.87,,-7.314,-7.322,,0.0,0.0,-3.73,-3.6045050505050504,-4.342,-4.216323232323233
own,PYRD_TRYCC_2_314_catalytic_0__2e6d_A_rec,100,1.0,1.0,0.4704415980663446,6.41698407446287,-0.03745059999999999,1.0,0.96,0.98,0.21428571428571427,0.13,0.96,634.4233702370695,0.0654831193396862,100,0.81,0.8881664087520691,0.7,,-4.835,-4.8,,0.0,0.0,-6.002,-5.447240000000001,-6.1635,-5.750689999999999
own,AROE_THET8_1_263_0,100,1.0,1.0,0.4370332925494569,6.409893542641808,-0.2718840000000001,1.0,0.86,0.93,0.2828282828282828,0.01,0.99,735.3033287486593,0.06409313984254808,100,1.0,0.8865058751847856,0.78,,-5.533,-5.587,,0.0,0.0,-5.3625,-5.486930000000001,-5.581,-5.651400000000001
own,GSTP1_HUMAN_2_210_0,100,1.0,1.0,0.6980457123767377,6.401353002965859,1.0817412999999998,1.0,0.68,0.35,0.67,0.0,1.0,181.51311071309664,0.10909514560407586,100,0.07,0.14124636663609913,0.07,,-7.102,-7.094,,0.0,0.0,-6.849,-6.8202,-7.254,-7.21499
