model,n_targets,validity,connected,pb_valid_rate,clash_free_rate,qed_mean,sa_mean,lipinski_frac,vina_score_mean,vina_min_mean,vina_dock_mean,div_uniqueness,div_scaffold_diversity,tanimoto_ref_mean,hit_rate,hit_scaffold_unique_rate
own,100,0.9721,0.8076343202927512,0.4519163886026073,0.6264,0.37223784516133596,5.529831266398102,0.8193198366559532,-2.8001248805945984,-4.914892019892657,-6.803938593283947,0.8142092396882726,0.48051477761584366,0.1223136003875757,0.05,0.0118
