model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,vina_score_median,vina_score_mean,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate
own,LAT_MYCTU_1_449_0,100,1.0,1.0,0.49835608385736757,6.507213203633085,0.2252325999999999,1.0,0.88,0.99,-4.129,-2.8357812499999997,0.02,2.11,0.58,1603.8044874713908,0.09253405947736795,100,0.55,0.6550178109102177,0.3,,-6.276,,,0.0,0.0
own,GUX1_HYPJE_18_451_0,100,1.0,1.0,0.6819430014256044,7.3821278374545125,1.0450449000000004,1.0,0.96,0.98,,,0.01020408163265306,0.48,0.7,4260.25428457656,0.046472644577665874,100,0.84,0.6621358152040354,0.47,,,,,0.0,0.0
own,UPPS_ECOLI_1_253_0,100,1.0,1.0,0.6180812893142918,6.916263037275643,0.9058093000000003,1.0,0.93,0.98,-3.054,-3.040339999999999,0.01,1.29,0.67,6344.345706451372,0.03020794827487383,100,0.8,0.8591079181379265,0.76,,-7.711,,,0.0,0.0
own,ABL2_HUMAN_274_551_0,100,1.0,1.0,0.5586036214338354,7.262975915855101,1.5132736,1.0,0.98,1.0,-3.7495,-3.81883,0.010526315789473684,0.07,0.93,8084.73050495985,0.08982609038967829,100,0.25,0.28694708548771486,0.12,,-8.209,,,0.0,0.0
own,NQO1_HUMAN_2_274_0__1gg5_A_rec,100,1.0,1.0,0.5420380294874022,7.160816591948722,0.38932900000000004,1.0,0.87,0.95,-1.8559999999999999,-0.6698,0.0,2.21,0.39,9132.778334228236,0.0675000112175467,100,0.99,0.8857380936001489,0.9696969696969697,,-5.798,,,0.0,0.0
own,PYRD_TRYCC_2_314_catalytic_0__2e6d_A_rec,100,1.0,1.0,0.4704415980663446,6.41698407446287,-0.03745059999999999,1.0,0.96,0.98,-1.69,-1.0936161616161617,0.050505050505050504,4.58,0.4,9025.117150322858,0.0654831193396862,100,0.81,0.8881664087520691,0.7,,-4.835,,,0.0,0.0
own,AROE_THET8_1_263_0,100,1.0,1.0,0.4370332925494569,6.409893542641808,-0.2718840000000001,1.0,0.86,0.93,-1.7355,-0.7497900000000002,0.04081632653061224,2.81,0.45,11558.256035694698,0.06409313984254808,100,1.0,0.8865058751847856,0.78,,-5.533,,,0.0,0.0
own,CDK6_HUMAN_1_312_0__2f2c_B_rec,100,1.0,1.0,0.6563759740400762,6.325451086038791,0.46724589999999977,1.0,1.0,0.19,-4.448499999999999,-4.74864,0.0,0.46,0.87,5627.07566199372,0.07494337769721066,100,0.5,0.6456872038011827,0.49,,-7.547,,,0.0,0.0
own,NEP_HUMAN_54_750_0,100,1.0,1.0,0.39393412095914065,7.186210678302843,-0.5130468000000001,1.0,0.39,1.0,-2.0195,-1.63547,0.010638297872340425,4.88,0.21,211049.1664723768,0.06074814862874059,100,1.0,0.8241837083984601,0.73,,-8.689,,,0.0,0.0
own,NOS3_HUMAN_65_480_0__1rs9_A_rec,100,1.0,1.0,0.4741757253285806,6.829365432772603,-0.26105950000000006,1.0,0.96,0.97,-1.501,-1.0185300000000002,0.05154639175257732,1.98,0.51,8374.936137758194,0.019439336864951026,100,1.0,0.8976457150963173,0.78,,-3.024,,,0.0,0.0
own,FKB1A_HUMAN_2_108_0,100,1.0,1.0,0.2157054171510849,7.379605500027238,0.32135799999999987,0.98,0.09,1.0,-2.0795000000000003,-2.2754600000000003,0.0,1.02,0.5,17135.298454696574,0.05874285583916853,100,0.89,0.668956514855173,0.85,,-7.352,,,0.0,0.0
own,RG1_RAUSE_1_513_0,100,1.0,1.0,0.3398449208746505,6.844038040180602,-0.5039007999999999,0.98,0.21,0.79,-2.171,-1.78579797979798,0.020202020202020204,2.43,0.23,8863.976497208898,0.06690487251870288,100,0.96,0.8601131898937561,0.85,,-8.156,,,0.0,0.0
own,CONA_CANCT_1_237_0,100,1.0,1.0,0.5498746644607982,6.1647610797898995,-0.02363360000000011,1.0,0.9,0.91,-2.4675000000000002,-2.34783,0.010101010101010102,0.65,0.84,4618.733479224164,0.12516944088649912,100,0.35,0.3937391184883632,0.3,,-5.215,,,0.0,0.0
own,IDHP_HUMAN_40_452_0,100,1.0,1.0,0.4338536216839561,7.2445798036076505,0.8184568000000002,1.0,0.62,0.97,,,0.0,8.44,0.04,20538.746239807333,0.04585465016947242,100,1.0,0.895766647647066,0.99,,,,,0.0,0.0
own,CHIB_SERMA_1_499_0__1h0i_A_rec,100,1.0,1.0,0.48153101695349126,7.015116672808992,-0.6300417,1.0,0.94,0.99,,,0.03125,4.47,0.21,15501.800852686085,0.04388212455508864,100,1.0,0.8972711078475614,0.93,,,,,0.0,0.0
own,PNTM_STRAE_2_398_0,100,1.0,1.0,0.5538428181663042,7.0621018738544,-0.08324570000000019,1.0,0.98,1.0,,,0.01020408163265306,0.63,0.63,4348.289551418093,0.08626248667824887,100,0.85,0.7770137581171741,0.73,,,,,0.0,0.0
own,P2Y12_HUMAN_1_342_0,100,1.0,1.0,0.39442738445249853,7.126984322711533,0.5976704,1.0,0.52,0.96,-0.229,2.1023099999999997,0.010416666666666666,4.33,0.11,13937.10640440915,0.05190493164505686,100,1.0,0.8959418105293474,0.88,,-10.428,,,0.0,0.0
own,BAZ2A_HUMAN_1795_1898_0,100,1.0,1.0,0.5354155402503644,7.114081911721686,0.1695048999999999,1.0,0.91,0.96,-2.2590000000000003,-2.015,0.05263157894736842,1.98,0.55,87629.07630398952,0.05666496541780594,100,0.92,0.894735371588486,0.8484848484848485,,-4.114,,,0.0,0.0
own,BTRN_BACCI_2_250_0,100,1.0,1.0,0.5264830599770095,6.81242813683667,-1.1918150000000003,1.0,0.06,0.97,-2.526,-1.8574899999999999,0.0,1.4,0.42,8855.52708236485,0.08989112123121515,100,0.73,0.5778807681282823,0.36,,-8.326,,,0.0,0.0
own,PAK4_HUMAN_291_591_ATP_0,100,1.0,1.0,0.7706927171826972,7.446898554012128,-0.051895800000000006,1.0,1.0,1.0,-5.827999999999999,-5.74289,0.06060606060606061,0.01,0.99,1624.6471663799455,0.11879968701095463,100,0.06,0.2078868915145864,0.04,,-7.77,,,0.0,0.0
own,MCCF_ECOLX_1_344_0,100,1.0,1.0,0.3112734690428626,6.953825912198011,-1.2880355999999997,0.99,0.06,0.93,,,0.0,2.55,0.34,10085.814316695707,0.06897823663601325,100,1.0,0.8698570522973152,0.94,,,,,0.0,0.0
own,TNKS1_HUMAN_1099_1319_0,100,1.0,1.0,0.28333542395478245,7.245761287916061,0.1766200000000002,1.0,0.29,0.94,-3.3230000000000004,-2.5558199999999993,0.010752688172043012,4.97,0.21,153193.25412277703,0.04835778635532968,100,1.0,0.8974241998044391,0.96,,-15.025,,,0.0,0.0
own,SIR3_HUMAN_117_398_0,100,1.0,1.0,0.5053707944778136,7.179254673913813,0.3865212000000001,1.0,0.82,0.97,,,0.042105263157894736,2.43,0.44,10047.200866254008,0.056126227903300435,100,1.0,0.9010433432820232,0.98,,,,,0.0,0.0
